,title,rate,description
118,어벤져스: 엔드게임(패키지: 자막판+더빙판+코멘터리+부가영상),9.4,인피니티 워 이후 절반만 살아남은 지구 마지막 희망이 된 어벤져스 먼저 떠난 그들을 위해 모든 것을 걸었다! 위대한 어벤져스 운명을 바꿀 최후의 전쟁이 펼쳐진다!
119,아이 캔 스피크,9.4,"온 동네를 휘저으며 무려 8천 건에 달하는 민원을 넣어 도깨비 할매라고 불리는 ‘옥분’. 20여 년간 누구도 막을 수 없었던 그녀 앞에 원칙주의 9급 공무원 ‘민재’가 나타나면서 팽팽한 긴장감이 흐른다. 민원 접수만큼이나 열심히 공부하던 영어가 좀처럼 늘지 않아 의기소침한 ‘옥분’은 원어민 수준의 영어를 구사하는 ‘민재’를 본 후 선생님이 되어 달라며 시간과 장소를 불문하고 부탁하기에 이른다. 둘만의 특별한 거래를 통해 결코 어울리지 않을 것 같았던 두 사람의 영어 수업이 시작되고, 함께하는 시간이 계속 될수록 서로를 이해하고 소통하게 되면서 친구이자 가족이 되어 간다. ‘옥분’이 영어 공부에 매달리는 이유가 내내 궁금하던 ‘민재’는 어느 날, 그녀가 영어로 꼭 하고 싶은 말이 있다는 것을 알게 되는데…"
120,알라딘(패키지: 자막판+더빙판+싱어롱+부가영상),9.4,"머나먼 사막 속 신비의 아그라바 왕국의 시대. 좀도둑 ‘알라딘’은 마법사 ‘자파’의 의뢰로 마법 램프를 찾아 나섰다가 주인에게 세 가지 소원을 들어주는 지니를 만나게 되고, 자스민 공주의 마음을 얻으려다 생각도 못했던 모험에 휘말리게 되는데…"
121,미스 슬로운,9.4,"승률 100%를 자랑하는 최고의 로비스트 ‘슬로운’(제시카 차스테인). 총기 규제 법안으로 온 나라가 떠들썩한 가운데, 자신의 신념에 따라 모두가 포기한 싸움에 뛰어들게 된다. 승리를 위해서라면 수단과 방법을 가리지 않는 ‘슬로운’은 뛰어난 전략으로 한 번도 굴복한 적 없는 거대 권력에 맞서지만, 동시에 자신과 주변 사람 모두를 위험에 빠트리게 되는데…"
122,레옹,9.4,"한 손엔 우유 2팩이 든 가방, 다른 한 손엔 화분을 들고 뿌리 없이 떠도는 킬러 레옹은 어느 날 옆집 소녀 마틸다의 일가족이 몰살 당하는 것을 목격한다. 그 사이 심부름을 갔다 돌아 온 마틸다는 가족들이 처참히 몰살 당하자 레옹에게 도움을 청한다. 가족의 원수를 갚기 위해 킬러가 되기로 결심한 12세 소녀 마틸다는 레옹에게 글을 알려주는 대신 복수하는 법을 배우게 된다. 드디어 그녀는 가족을 죽인 사람이 부패 마약 경찰 스탠스임을 알게 되고, 그의 숙소로 향하게 되는데…"
123,죽은 시인의 사회,9.4,"빽파이프 연주를 앞세우고 교기를 든 학생들이 강당에 들어서면서 1859년에 창립된 명문 웰튼 고등학교의 새학기 개강식이 시작된다. 이 학교에 새로 전학 온 토드(Todd Anderson: 에단 호크 분)는 어린 신입생들과 마찬가지로 두근거리는 가슴을 숨길 수 없다. 이 학교 출신인 키팅 선생(John Keating: 로빈 윌리암스 분)이 영어 교사로 부임한다. 그는 첫시간부터 파격적인 수업 방식으로 학생들에게 ‘오늘을 살라’고 역설하며 참다운 인생의 눈을 뜨게 한다. 닐(Neil Perry:로버트 숀 레오나드 분), 녹스(Knox Overstreet: 조쉬 찰스 분), 토드 등 7명은, 키팅으로부터 ‘죽은 시인의 사회’라는 서클에 관한 이야기를 듣고 자신들이 그 서클을 이어가기로 한다. 학교 뒷산 동굴에서 모임을 갖고, 짓눌렸던 자신들을 발산한다. 그러면서 닐은 정말로 하고 싶었던 연극에의 동경을 실행하고, 녹스는 크리스(Chris Noel: 엘렉산드라 파워스 분)라는 소녀와의 사랑을 이루어 간다. 그러나 닐의 아버지(Mr. Perry: 커트우드 스미스 분)는 의사의 꿈을 이루어 주리라 믿었던 닐의 연극을 보자 군사학교로의 전학을 선언한다. [스포일러] 꿈이 꺾인 닐은 그날밤 권총 자살을 하고 만다. 이 사건의 원인 규명에 나선 학교 측은 죽은 시인의 사회라는 서클을 권유한 키팅 선생에게 책임을 돌리고 웰튼에서 그를 추방한다. 그가 떠나는 날, 교장의 만류에도 불구하고 토드를 시발로 학생들은 권위와 압박의 상징인 책상위에 올라가 “캡틴 마이 캡틴”을 외치며 눈물의 작별을 고한다. 그들을 지긋히 바라보던 키팅은 마지막 말을 던진다. “Thank You Boys, Thank You”."
124,반지의 제왕 3 - 왕의 귀환(FHD),9.4,"절대반지의 영원한 파괴를 위해, ‘프로도’와 그의 친구들, 엘프족 ‘레골라스’, 난쟁이족 ‘김리’, 두 명의 인간전사 ‘아라곤’과 ‘보로미르’, 그리고 마법사 ‘간달프’...등, 9명으로 이뤄진 ‘반지원정대’가 ‘불의 산’을 향하게 되고, 그들은 ‘사우론’의 사악한 세력에 맞서려 한다. 그러나 이들은 다시 뿔뿔이 흩어지게 되고, 암흑세계의 두 개의 탑을 통합하여 그 세력을 확장하고 있는 ‘사우론’은 서서히 중간대륙을 거대한 전쟁의 소용돌이로 몰아가며 ‘로한왕국’을 향해 진격을 시작한다. 이에 ‘아라곤’은 자유종족들을 통합하여 ‘사우론’에게 정면 대항하게 되는데..... ‘사우론’의 군대는 인간 종족을 멸망시키기 위해, 마지막으로 곤도르 왕국의 수도인 ‘미나스 티리스’를 공격한다. 과거의 위대함은 사라진 채 그 명맥만을 유지해오던 곤도르 왕국은 이제 그 어느 때보다도 왕이 절실하다. 하지만, ‘아라곤’이 왕위를 계승하여 자신의 운명을 마주 할 수 있을 것인가? 전투에 앞서, ‘간달프’는 필사적으로 흩어진 곤도르의 병력을 수습하고, ‘세오덴’은 로한의 전사들을 규합한다. 용기와 충성심에 불타 있기는 하지만, 인간의 군대는 곤도르로 빽빽이 몰려드는 적들에게 적수가 되지 못한다. 승리의 순간에도 희생이 따르고, 많은 이들을 잃어가면서도, 원정대는 ‘사우론’의 주의를 딴 곳으로 돌려 ‘프로도’가 임무를 달성할 수 있게 돕는다는 하나의 목표 아래, 그들 생애 가장 큰 전투를 치러 나간다. 한편, ‘프로도’는 위험한 적의 땅을 가로질러 가면서, 반지가 끊임없이 그의 의지와 인간성을 시험하자 점점 더 ‘샘’과 ‘골룸’에게 의지하게 되는데."
125,헌터 킬러,9.4,"미 국방부는 격침당한 잠수함의 행방을 찾기 위해 ‘헌터 킬러’를 극비리에 투입시키고 캡틴 ‘글래스’(제라드 버틀러)는 배후에 숨겨진 음모가 있음을 알게 된다. 한편, 지상에서는 VIP가 납치되어 전세계는 초긴장 상태에 놓이게 되는데… 일촉즉발 위기상황, VIP를 구출하라! 단 한 척의 공격 잠수함 ‘헌터 킬러’와 최정예 특수부대 네이비 씰의 숨막히는 육해공 합동 작전이 펼쳐진다!"
126,반지의 제왕: 왕의 귀환_(확장판)(확장판 FHD),9.4,"절대반지의 영원한 파괴를 위해, ‘프로도’와 그의 친구들, 엘프족 ‘레골라스’, 난쟁이족 ‘김리’, 두 명의 인간전사 ‘아라곤’과 ‘보로미르’, 그리고 마법사 ‘간달프’...등, 9명으로 이뤄진 ‘반지원정대’가 ‘불의 산’을 향하게 되고, 그들은 ‘사우론’의 사악한 세력에 맞서려 한다. 그러나 이들은 다시 뿔뿔이 흩어지게 되고, 암흑세계의 두 개의 탑을 통합하여 그 세력을 확장하고 있는 ‘사우론’은 서서히 중간대륙을 거대한 전쟁의 소용돌이로 몰아가며 ‘로한왕국’을 향해 진격을 시작한다. 이에 ‘아라곤’은 자유종족들을 통합하여 ‘사우론’에게 정면 대항하게 되는데..... ‘사우론’의 군대는 인간 종족을 멸망시키기 위해, 마지막으로 곤도르 왕국의 수도인 ‘미나스 티리스’를 공격한다. 과거의 위대함은 사라진 채 그 명맥만을 유지해오던 곤도르 왕국은 이제 그 어느 때보다도 왕이 절실하다. 하지만, ‘아라곤’이 왕위를 계승하여 자신의 운명을 마주 할 수 있을 것인가? 전투에 앞서, ‘간달프’는 필사적으로 흩어진 곤도르의 병력을 수습하고, ‘세오덴’은 로한의 전사들을 규합한다. 용기와 충성심에 불타 있기는 하지만, 인간의 군대는 곤도르로 빽빽이 몰려드는 적들에게 적수가 되지 못한다. 승리의 순간에도 희생이 따르고, 많은 이들을 잃어가면서도, 원정대는 ‘사우론’의 주의를 딴 곳으로 돌려 ‘프로도’가 임무를 달성할 수 있게 돕는다는 하나의 목표 아래, 그들 생애 가장 큰 전투를 치러 나간다. 한편, ‘프로도’는 위험한 적의 땅을 가로질러 가면서, 반지가 끊임없이 그의 의지와 인간성을 시험하자 점점 더 ‘샘’과 ‘골룸’에게 의지하게 되는데."
127,미세스 다웃파이어,9.4,"만화영화 더빙 성우이며 거리낌 없고 자유분방한 삶을 사는 다니엘(Daniel Hillard: 로빈 윌리암스 분)은 주변 사람들을 늘 즐겁게 해준다. 특히, 그의 아이들에게 아빠는 영웅이다. 그 또한 세 아이들을 위해서 무엇이든지 한다. 그러나 그는 실직을 거듭한다. 경제적인 것에는 빵점인 것이다. 한편, 매사가 정확한 아내 미란다(Miranda Hillard: 샐리 필드 분)는 그의 장점이라 여겼던 것들이 현실 생활에선 단점이 될 뿐임을 깨닫는다. 미란다는 가족을 부양해야 하는 책임을 맡게 되며, 진지한 대화는 매번 다니엘에 의해 회피되어진다. 결국 14년 결혼생활의 인내는 무너지고 만다. 세 아이의 양육권은 미란다에게 주어지고, 다니엘에겐 주1회 방문만이 허락된다. 토요일만 기다리며 사는 다니엘이 어느날 미란다의 가정부 구인 광고를 보게 된다. 갑자기 묘책을 떠올린 다니엘은 분장 전문가인 남동생에게 소리 지른다. ""나를 여자로 만들어 줘!"" 미란다와 아이들 앞에 나타난 은발의 가정부 할머니 미세스 다웃파이어(Mrs. Doubtfire)는 폭소 터지는 실수와 해프닝을 연발한다. 미세스 다웃파이어는 다니엘로서 듣지못한 미란다의 진심을 알게 되고, 다니엘로서 보지 못한 자신의 모습을 보게 되며, 다니엘로서 해주지 못한 가족의 울타리 역할을 해보게 된다."
128,반지의 제왕 3 - 왕의 귀환(HD),9.4,"절대반지의 영원한 파괴를 위해, ‘프로도’와 그의 친구들, 엘프족 ‘레골라스’, 난쟁이족 ‘김리’, 두 명의 인간전사 ‘아라곤’과 ‘보로미르’, 그리고 마법사 ‘간달프’...등, 9명으로 이뤄진 ‘반지원정대’가 ‘불의 산’을 향하게 되고, 그들은 ‘사우론’의 사악한 세력에 맞서려 한다. 그러나 이들은 다시 뿔뿔이 흩어지게 되고, 암흑세계의 두 개의 탑을 통합하여 그 세력을 확장하고 있는 ‘사우론’은 서서히 중간대륙을 거대한 전쟁의 소용돌이로 몰아가며 ‘로한왕국’을 향해 진격을 시작한다. 이에 ‘아라곤’은 자유종족들을 통합하여 ‘사우론’에게 정면 대항하게 되는데..... ‘사우론’의 군대는 인간 종족을 멸망시키기 위해, 마지막으로 곤도르 왕국의 수도인 ‘미나스 티리스’를 공격한다. 과거의 위대함은 사라진 채 그 명맥만을 유지해오던 곤도르 왕국은 이제 그 어느 때보다도 왕이 절실하다. 하지만, ‘아라곤’이 왕위를 계승하여 자신의 운명을 마주 할 수 있을 것인가? 전투에 앞서, ‘간달프’는 필사적으로 흩어진 곤도르의 병력을 수습하고, ‘세오덴’은 로한의 전사들을 규합한다. 용기와 충성심에 불타 있기는 하지만, 인간의 군대는 곤도르로 빽빽이 몰려드는 적들에게 적수가 되지 못한다. 승리의 순간에도 희생이 따르고, 많은 이들을 잃어가면서도, 원정대는 ‘사우론’의 주의를 딴 곳으로 돌려 ‘프로도’가 임무를 달성할 수 있게 돕는다는 하나의 목표 아래, 그들 생애 가장 큰 전투를 치러 나간다. 한편, ‘프로도’는 위험한 적의 땅을 가로질러 가면서, 반지가 끊임없이 그의 의지와 인간성을 시험하자 점점 더 ‘샘’과 ‘골룸’에게 의지하게 되는데."
129,반지의 제왕: 왕의 귀환_(확장판)(확장판 HD),9.4,"절대반지의 영원한 파괴를 위해, ‘프로도’와 그의 친구들, 엘프족 ‘레골라스’, 난쟁이족 ‘김리’, 두 명의 인간전사 ‘아라곤’과 ‘보로미르’, 그리고 마법사 ‘간달프’...등, 9명으로 이뤄진 ‘반지원정대’가 ‘불의 산’을 향하게 되고, 그들은 ‘사우론’의 사악한 세력에 맞서려 한다. 그러나 이들은 다시 뿔뿔이 흩어지게 되고, 암흑세계의 두 개의 탑을 통합하여 그 세력을 확장하고 있는 ‘사우론’은 서서히 중간대륙을 거대한 전쟁의 소용돌이로 몰아가며 ‘로한왕국’을 향해 진격을 시작한다. 이에 ‘아라곤’은 자유종족들을 통합하여 ‘사우론’에게 정면 대항하게 되는데..... ‘사우론’의 군대는 인간 종족을 멸망시키기 위해, 마지막으로 곤도르 왕국의 수도인 ‘미나스 티리스’를 공격한다. 과거의 위대함은 사라진 채 그 명맥만을 유지해오던 곤도르 왕국은 이제 그 어느 때보다도 왕이 절실하다. 하지만, ‘아라곤’이 왕위를 계승하여 자신의 운명을 마주 할 수 있을 것인가? 전투에 앞서, ‘간달프’는 필사적으로 흩어진 곤도르의 병력을 수습하고, ‘세오덴’은 로한의 전사들을 규합한다. 용기와 충성심에 불타 있기는 하지만, 인간의 군대는 곤도르로 빽빽이 몰려드는 적들에게 적수가 되지 못한다. 승리의 순간에도 희생이 따르고, 많은 이들을 잃어가면서도, 원정대는 ‘사우론’의 주의를 딴 곳으로 돌려 ‘프로도’가 임무를 달성할 수 있게 돕는다는 하나의 목표 아래, 그들 생애 가장 큰 전투를 치러 나간다. 한편, ‘프로도’는 위험한 적의 땅을 가로질러 가면서, 반지가 끊임없이 그의 의지와 인간성을 시험하자 점점 더 ‘샘’과 ‘골룸’에게 의지하게 되는데."
130,클레멘타인,9.4,"미국 LA ‘세계태권도챔피언’ 결승전이 펼쳐지고있는 현장. 한국 최고의 파이터 승현(준 리-이동준)과 미국의 자존심 잭밀러(스티븐 시걸)의 불꽃 튀는 대결이 한창이다. 지존의 자리를 놓고 펼쳐지는 화려한 태권도 기술... 하지만 누가 봐도 승현의 경쾌한 몸놀림에 이은 빠른 공격이 한 수 위. 그런데 이게 어찌된 일인가? 승현의 멋진 공격들이 잭밀러의 급소에 정확하게 들어갔음에도 불구하고 점수는 오르지 않는다. 미국 측의 농간으로 처음부터 우승은 잭밀러의 몫이었던 것... 태권도 챔피언을 강탈당한 날 애인 민서(김혜리)와도 엇갈린 길을 걷게 된 승현. 그렇게 꼬인 시간은 계속 꼬이고 꼬여 7년이 흐른다. 그래도 꿋꿋한 승현은 나름대로 삶에 적응하며 살아간다. 성질 더럽고 앞뒤 안 가리는 양아치이긴 하지만 형사라는 직업도 있고, 예쁜 딸 사랑(은서우)과의 단란한 생활도 있다. 황종철(기주봉) 패거리만 만나지 않았다면, 그나마 잘 살았을지도 모른다. 하지만 이왕 꼬인 운명 어쩔 것인가. 황종철 패를 잘못 건드린 승현은 형사를 그만두게 되고 생계와 딸의 안전을 위해 황종철의 싸움개 노릇을 해야만 하는 상황에 놓이게 된다. 불법 이종격투기를 통해 돈을 버는 황종철에게 승현은 최고의 물건이었던 것... 대책 없는 아빠에게 딸 노릇, 와이프 노릇, 엄마 노릇을 하고 있는 당찬 꼬마 사랑은 마트에서 우연히 민서를 만난다. 둘은 서로 끌리는 마음에 친구를 먹기로 하고 가끔 만나 쇼핑을 즐긴다. 섹시하고 지적인 민서의 직업은 나름대로 능력 있는 검사. 하지만 타고난 성깔 탓에 법보다 주먹이 앞선다. 그녀는 사랑을 만나면서 옛 기억이 되살아나는 것에 이상함을 느끼지만, 어리면서도 어른스러운 사랑을 좋아하게 된다. 그러다 사랑이 승현과의 사이에서 태어난 자신의 딸임을 알게 되고... 불법 이종격투기에 맛을 들인 황종철은 미국의 프로모터를 통해 승현과 잭밀러의 한 판을 제안 받는다. 이런 큰 건을 놓칠리 없는 황종철. 하지만 승현은 더 이상 의미 없는 싸움이 싫다. 설득이 안 통하자 황종철은 미국 측과 짜고 승현의 딸 사랑을 납치하기에 이른다. 어쩔 수 없이 딸을 구출하기 위해 미국으로 향하는 승현... 사랑이 납치된 소식은 민서에게도 전해진다. 엽기폭력여검사 열 받았으니, 주모자는 쌍코피 감! 당장 미국행 비행기에 오르는 민서... 미국에서 기다리는 것은 과거의 잘못된 승부를 청산하려는 잭밀러와 오로지 딸을 위해 싸움에 나선 승현의 목숨을 건 한 판. 하지만 딸 사랑이가 잡혀있는 상황에서 승현이 어떤 승부를 할지는 아무도 모른다."
131,잭,9.4,"잭(Jack Powell: 로빈 윌리암스 분)은 임신 10주만에 출생했다. 10년이란 세월이 흐른 지금. 잭의 나이는 10살이지만 외모는 마흔살 중년의 모습이다. 놀림감이 될까봐 두려워하는 잭의 부모 카렌(Karen Powell: 다이안 레인 분)과 브라이언(Brian Powell: 브라이언 커윈 분)은 아들을 집안에서만 키우려 하지만 가정교사인 우드러프(Lawrence Woodruff: 빌 코스비 분)는 잭을 학교에 보낼 것을 당부한다. 5학년 수업을 받으러 처음 등교한 날, 잭은 웃지못할 실수를 연발하면서 급우들로부터 놀림감이 된다. 그러나 가지와 위트가 뛰어난 잭은 여러모로 장기를 발휘하면서 급우들과 선생님의 인기를 독차지 한다. 농구 시합 중엔 덩큐슛과 화려한 볼 콘트롤로 발군의 실력을 발휘하자 평소 잭을 놀림감의 대상으로 여기던 루아, 애디 등의 급우들도 차츰 잭에게 호의를 느끼고 친해진다. 이제 잭에게 학교 생활은 무궁무진한 즐거움의 공간이다. 그러나 외모가 40대로 보이는 탓에 잭의 일상은 심상치 않은 해프닝에 부닥치기 시작한다. 급우인 루이의 어머니는 레스토랑에서 웨이츄레스로 일하는데 잭을 교장 선생님으로 착각하고 노총각 교장선생님에게 야릇한 성적 호기심을 느낀다. 어른들이 자신을 어른으로 대해주자 우쭐해진 잭은 어느날 담임 선생님인 미스 마르께즈(Miss Marquez: 제니퍼 로페즈 분)에게 춤추러 가자고 제의하는 등 당찬 행동을 보이기도 한다. 하루는 술집에서 루이의 어머니를 만난 잭은 그녀와 뜨거운 블루스를 추다가 기습적으로 입술을 뺏기게 되는데."
132,너의 의미,9.4,"여기 두 남녀가 있다. 그들은 각기 연인과 헤어진 지 얼마 되지 않았고 자신의 꿈을 포기하느냐 마느냐의 기로에 서있다. 그들은 고독하고 외롭다. (There are a man and a woman. Both have recently broken up with their lovers and they stand at a crossroad. They feel desolate and lonely.) 연출의도. 이 넓은 도시 속의 수많은 타인들 중에 누가 내게 의미를 가진 '너'가 되어 다가올지는 알 수 없다. 하지만 그럼에도 불구하고, 외롭고, 상처 받고, 고독하고, 불안한 영혼들에게도 비슷한 감정을 느끼고 공감해줄 미지의 누군가는 분명히 존재한다.(In a myriad of strangers, we never know who will be 'the one' for us. However, there will certainly be someone who will feel the same way and sympathize with the lonely, hurt, and anxious souls.)"
133,모노노케 히메(원령공주),9.4,"필사적으로 숲을 지키려는 대자연의 신들과 인간들과의 피할 수 없는 싸움이 시작된다. 숲과 산을 짓밟아 터전을 넓히려는 인간들과 그들의 야욕에 분노의 재앙신으로 변한 멧돼지를 비롯한 대자연과의 처절한 사투…그리고, 그 전쟁의 중심에서 자연의 편에 선 '모노노케 히메'와 그녀의 목숨을 구해 숲으로 들어온 ‘아시타카’…두 사람은 이제 어느 편에 설 지를 결정을 내려야만 하고 인간들은 최강의 군대를 동원하여 ‘시시’신의 숲으로 진격을 시작하는데…"
134,여인의 향기,9.4,"퇴역 장교 프랭크 슬레드(Lt. Col.Frank Slade: 알 파치노 분)는 맹인이며 시적인 분위기와 철학적인 면모, 그러면서도 괴팍한 성격을 가진 그러나 진실을 소유하였으며 사랑을 느낄 수 있는 맹인인 퇴역 장교이다. 사촌들과 함께 살고 있으며 슬레드를 제외한 가족들은 추수감사절 여행을 떠나기로 되어있다. 찰리 심스(Charlie Simms: 크리스 오도넬 분)는 하버드 대학을 목표로 예비학교에 다니는 장학생이며 모범학생이다. 찰리는 생각치 않은 뉴욕행 비행기를 타게 되고 슬레드의 험난한 인생 교육은 시작된다. 최고급 호텔과 식당, 리무진 사이를 오가면서 괴팍한 성격의 슬레드를 돌보는 작업이 시작되는데 찰리에게는 생소한 경험이 된다. 즉 여자의 모든 것을 알아버리는 초능력적인 힘을 말한다. 그러나 그 뒤에는 고독감과 죽음의 유혹이 있다는 것을 안 찰리는 인생의 의미를 부여하려 한다. 그러나 슬레드는 중령정복을 차려입고 방아쇠를 당기려고 한다. ""당신에게는 인생이 있잖아요?"". ""인생? 무슨인생? 나에게는 어둠뿐이란 말이야!"". ""하지만 당신처럼 멋지게 탱고를 출 수 있고 스포츠카를 잘 모는 사람은 본 일이 없단 말이예요!"". 그런 경험은 찰리에게는 아주 힘든 과정이었다. 그러면서 찰리와 슬레드는 서로를 알게되고 슬레드는 찰리에게 인생에 있어서 한번의 빚을 지게 된다. 고된 뉴욕여행을 끝내고 다시 마을로 돌아왔을 때 슬레드는 찰리 아버지 자격으로 찰리가 처한, 학교 교장으로부터 부당한 요구와 처우에 대항하여 멋지게 한판승을 보여주어 학생들로부터 박수를 받으면서 찰리와 함께 명예롭게 퇴장을 한다. 찰리는 슬레드의 집앞에까지 마중을 해주고 슬레드가 조카들과 함께 다정스럽게 담소하는 것을 본 후 안심하여 뒤돌아서서 자기의 갈 길을 가게 된다."
135,안녕 베일리,9.4,"“함께라서 행복해” 환생만 벌써 5번째! 도무지 끝날 줄 모르는 ‘베일리’의 삶에 새로운 미션이 생겼다?! 바로 ‘이든’의 작은 베이비 ‘씨제이’를 돌보는 것. “옆에 있어줘서 고마워” 소꿉놀이도 해야 하고 위험한 곳에 들어가면 짖어서 알려줘야 하고, ‘씨제이’와 함께 해야 할 일이 너무나도 많이 남았는데 ‘씨제이’는 ‘베일리’와 ‘이든’의 곁을 떠나 도시로 향한다. 7년 후 ‘몰리’로 다시 태어난 ‘베일리’는 우여곡절 끝에 ‘씨제이’의 집으로 입양되고 ‘씨제이’가 행복할 때, 슬플 때, 외로울 때 항상 옆에 있어준다. “혼자 둬서 미안해” 주유소의 ‘빅독’으로 다시 태어난 ‘베일리’. ‘씨제이’를 만나기만을 기다리지만 우연히 만나게 된 ‘씨제이’는 ‘베일리’를 알아보지 못하고 떠나버린다. “내 인생은 온통 너야. 사랑해” 킁킁킁… 어디서 ‘씨제이’ 냄새 안나요? ‘맥스’로 환생한 ‘베일리’는 오직 일견단심 ‘씨제이’를 기다리던 중 유기견 입양소에서 드디어 ‘씨제이’를 다시 만나게 된다. 인생은 길고 견생은 짧다는데, 저 녀석을 끝까지 지켜줄 수 있을까?"
136,다시 태어나도 우리,9.4,전생을 기억하는 조금 특별한 아홉 살 린포체 ‘앙뚜’ 오직 그를 위해 자신의 모든 것을 헌신한 스승 ‘우르갼’ 몇 번의 겨울을 함께 보내며 삶의 동반자가 된 두 사람은 이제 새로운 봄을 향한 여정을 떠나기로 결심하는데… 그곳에서 만난 계절보다 아름다운 이야기가 시작된다! 린포체(Rinpoche)란? 전생의 업을 이어가기 위해 몸을 바꿔 다시 태어난 티베트 불가의 고승. 살아있는 부처로 불린다.
137,모노노케 히메(원령공주)(패키지상품: 바람계곡의 나우시카 자막판 추가제공),9.4,"필사적으로 숲을 지키려는 대자연의 신들과 인간들과의 피할 수 없는 싸움이 시작된다. 숲과 산을 짓밟아 터전을 넓히려는 인간들과 그들의 야욕에 분노의 재앙신으로 변한 멧돼지를 비롯한 대자연과의 처절한 사투…그리고, 그 전쟁의 중심에서 자연의 편에 선 '모노노케 히메'와 그녀의 목숨을 구해 숲으로 들어온 ‘아시타카’…두 사람은 이제 어느 편에 설 지를 결정을 내려야만 하고 인간들은 최강의 군대를 동원하여 ‘시시’신의 숲으로 진격을 시작하는데…"
138,서유기 2 - 선리기연(광둥어 더빙),9.4,&lt서유기 월광보합&gt의 완결편. 지존보는 500년전의 세계로 와서 자하란 여자를 만나는데 이 여자는 500년 후에 백정정과 춘삼십낭의 사부가 되는 반사대사이다. 자하는 바로 여래신등의 심지로 언니와 한몸이나 자신의 몽중인을 찾으러 속세로 나온다. 자신의 자청보검을 뽑을 수 있는 사람이 그녀의 꿈속의 낭군. 지존보는 자하가 월광보합을 갖고 있어서 어떻게든 월광보합으로 500년후의 세상으로 가서 백정정을 구하려고 한다. 한편 자신의 배필감은 자신의 자청보검을 뽑을 수 있다고 믿고 있던 자하는 지존보가 자청보검을 뽑는 것을 보고 자신의 낭군으로 점찍어 놓는다. 한편 지존보는 자하에게서 월광보합을 얻으려고 사랑한다고 거짓말을 한다. 그러나 지존보에게 사랑하는 여자가 있다는 걸 안 자하는 떠나고 다시 사부님을 만난 지존보는 사제들과 함께 우마왕에게 잡힌다. 우마왕은 지존보를 자신의 여동생인 향향과 혼인시키려 하고 자신이 생명을 구해줬던 자하를 자신의 첩으로 만드려고 한다. 몰래 도망을 친 지존보는 거미줄동굴로 가 백정정을 만난다. 그는 500년후의 세상으로 돌아갈 필요가 없게되자 당장 그녀와 혼인을 하려한다. 하지만 그의 마음은 이미 자하에게로 기울어져 있었으니. 이런 지존보의 마음을 안 백정정은 그의 곁을 떠나고 지존보는 관세음보살을 찾아가 손오공이 되겠다고 말하며 절대로 여자를 사랑하지 않겠다고 맹세한다. 그리고 저팔계와 사오정과 함께 당삼장을 구하러 우마왕의 성에 가서 결전을 벌이고 자하도 구해낸다. 지존보의 사랑을 확인하는 자하. 그녀는 일 대 혈전속에서 위기에 처한 손오공을 구하다가 우마왕의 칼에 맞아죽고 우마왕은 손오공의 손에 죽는다. 이때 성이 무너지려하자 손오공 일행은 월광보합으로 500년후의 세상으로 온다. 이때의 세상은 요괴가 사라지고 태평스러운 세상이다. 손오공 일행은 길을 떠나면서 지존보와 자하가 다시 만나서 서로 사랑을 확인하는 장면을 보게 된다
139,모노노케 히메(원령공주)(패키지상품: 더빙판 추가제공),9.4,"필사적으로 숲을 지키려는 대자연의 신들과 인간들과의 피할 수 없는 싸움이 시작된다. 숲과 산을 짓밟아 터전을 넓히려는 인간들과 그들의 야욕에 분노의 재앙신으로 변한 멧돼지를 비롯한 대자연과의 처절한 사투…그리고, 그 전쟁의 중심에서 자연의 편에 선 '모노노케 히메'와 그녀의 목숨을 구해 숲으로 들어온 ‘아시타카’…두 사람은 이제 어느 편에 설 지를 결정을 내려야만 하고 인간들은 최강의 군대를 동원하여 ‘시시’신의 숲으로 진격을 시작하는데…"
140,카일라스 가는 길,9.4,"- 할머니의 ‘파미르 일기’ 중 돌아오지 못한 사람들을 위해 기도를 올리고자 했던 어머니 지구에서 가장 아름다운 일출과 푸른 새벽을 만날 수 있는 티베트의 성지 카일라스로 떠났다. 바이칼 호수에서 티베트까지, 인생을 닮은 아름다운 길 위에서 “여든 네살 생일을 정말 축하합니다!“"
141,용형호제 2 - 비룡계획,9.4,"유명한 보물 사냥꾼 '재키'는 백작에게서 2차 세계 대전 때 독일 정부의 명령으로 250만 톤 규모의 황금을 중동 사막에 숨겨둔 황금을 찾으라는 의뢰를 받게 되고, 황금 기지를 열 수 있는 유일한 열쇠를 건네받게 된다. 재키는 백작의 소개로 여류 사학자 '에이다'를 만나고 황금을 숨기러 갔다가 죽음에 이른 장교 중 한 사람인 할아버지를 찾으러 가는 '엘사', 공예품을 파는 사막을 사랑하는 일본 소녀 '모모코' 와 함께 사막을 향해 떠난다. 하지만 그동안 황금을 노리고 있었던 중동 악당들의 위협으로 인해 재키 일행은 호텔 안에서 위험한 총격전을 벌이고 사막의 노예시장에 팔려가는 등 수 많은 난관에 부딪히게 된다. 우여곡절 끝에 목적지인 황금 기지에 당도하지만, 예전 황금을 숨기는 임무를 수행했던 병사 중 한 명인 '아돌프'가 불구가 된 채 자신의 부하들과 함께 먼저 와있다는 것을 알게 된다. 수적 열세에 재키는 그들에게 열쇠를 빼앗기고 황금마저 내어줘야 할 위기에 처하게 되는데..."
